	0	1
151	0.8166666785875957	[32, 3, 'tanh', 'softplus', 'softplus', 'softmax']
32	0.8166666785875957	[32, 3, 'sigmoid', 'tanh', 'sigmoid', 'sigmoid']
33	0.8166666785875957	[32, 3, 'sigmoid', 'tanh', 'sigmoid', 'softplus']
161	0.8166666785875957	[32, 3, 'tanh', 'tanh', 'sigmoid', 'softplus']
301	0.8166666706403096	[32, 5, 'sigmoid', 'tanh', 'softmax', 'softplus']
309	0.8166666706403096	[32, 5, 'sigmoid', 'softmax', 'softplus', 'softplus']
1780	0.8166666706403096	[128, 3, 'softmax', 'softmax', 'softplus', 'sigmoid']
1779	0.8166666706403096	[128, 3, 'softmax', 'softmax', 'sigmoid', 'softmax']
417	0.8166666706403096	[32, 5, 'tanh', 'tanh', 'sigmoid', 'softplus']
544	0.8166666706403096	[32, 7, 'sigmoid', 'tanh', 'sigmoid', 'sigmoid']
520	0.8166666706403096	[32, 7, 'sigmoid', 'sigmoid', 'tanh', 'sigmoid']
537	0.8166666706403096	[32, 7, 'sigmoid', 'softplus', 'tanh', 'softplus']
449	0.8166666706403096	[32, 5, 'softmax', 'sigmoid', 'sigmoid', 'softplus']
300	0.8166666706403096	[32, 5, 'sigmoid', 'tanh', 'softmax', 'sigmoid']
299	0.8166666706403096	[32, 5, 'sigmoid', 'tanh', 'tanh', 'softmax']
551	0.8166666706403096	[32, 7, 'sigmoid', 'tanh', 'softplus', 'softmax']
853	0.8166666706403096	[64, 3, 'softplus', 'softplus', 'softplus', 'softplus']
289	0.8166666706403096	[32, 5, 'sigmoid', 'tanh', 'sigmoid', 'softplus']
803	0.8166666706403096	[64, 3, 'sigmoid', 'tanh', 'sigmoid', 'softmax']
801	0.8166666706403096	[64, 3, 'sigmoid', 'tanh', 'sigmoid', 'softplus']
797	0.8166666706403096	[64, 3, 'sigmoid', 'softplus', 'softmax', 'softplus']
1367	0.8166666706403096	[64, 7, 'softplus', 'softplus', 'softplus', 'softmax']
280	0.8166666706403096	[32, 5, 'sigmoid', 'softplus', 'tanh', 'sigmoid']
519	0.8166666706403096	[32, 7, 'sigmoid', 'sigmoid', 'softplus', 'softmax']
1068	0.8166666706403096	[64, 5, 'sigmoid', 'tanh', 'softmax', 'sigmoid']
855	0.8166666706403096	[64, 3, 'softplus', 'softplus', 'softplus', 'softmax']
921	0.8166666706403096	[64, 3, 'tanh', 'softplus', 'tanh', 'softplus']
419	0.8166666706403096	[32, 5, 'tanh', 'tanh', 'sigmoid', 'softmax']
420	0.8166666706403096	[32, 5, 'tanh', 'tanh', 'softplus', 'sigmoid']
424	0.8166666706403096	[32, 5, 'tanh', 'tanh', 'tanh', 'sigmoid']
49	0.8166666706403096	[32, 3, 'sigmoid', 'softmax', 'sigmoid', 'softplus']
1305	0.8166666706403096	[64, 7, 'sigmoid', 'softplus', 'tanh', 'softplus']
1307	0.8166666706403096	[64, 7, 'sigmoid', 'softplus', 'tanh', 'softmax']
931	0.8166666706403096	[64, 3, 'tanh', 'tanh', 'sigmoid', 'softmax']
1029	0.8166666706403096	[64, 5, 'sigmoid', 'sigmoid', 'softplus', 'softplus']
